"ID","CHECKING_BALANCE","PAYMENT_TERM","CREDIT_HISTORY","LOAN_PURPOSE","LOAN_AMOUNT","EXISTING_SAVINGS","EMPLOYMENT_DURATION","INSTALLMENT_PERCENT","SEX","OTHERS_ON_LOAN","CURRENT_RESIDENCE_DURATION","PROPERTY","AGE","INSTALLMENT_PLANS","HOUSING","EXISTING_CREDITS_COUNT","JOB_TYPE","DEPENDENTS","TELEPHONE","FOREIGN_WORKER","ALLOW"
400539,,330.0,,CAR_NEW,3930.0,,6.0,3.0,M,NONE,4.0,SAVINGS_INSURANCE,26.0,"",OWN,,1.0,1.0,1.0,1.0,1
1104464,,496.0,,FURNITURE,250.0,,5.0,3.0,F,NONE,1.0,SAVINGS_INSURANCE,32.0,"",OWN,,3.0,1.0,0.0,1.0,1
813428,,124.0,,RADIO_TV,250.0,,0.0,1.0,M,NONE,2.0,REAL_ESTATE,19.0,STORES,RENT,,3.0,1.0,0.0,1.0,1
1090039,,341.0,,CAR_NEW,561.0,,2.0,2.0,F,NONE,2.0,REAL_ESTATE,23.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
1247479,,270.0,,CAR_USED,250.0,,0.0,1.0,M,NONE,1.0,REAL_ESTATE,19.0,STORES,RENT,,3.0,1.0,0.0,1.0,1
493903,,434.0,,FURNITURE,5548.0,,1.0,3.0,M,NONE,3.0,CAR_OTHER,44.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
689781,,330.0,,FURNITURE,2707.0,,0.0,1.0,F,NONE,2.0,SAVINGS_INSURANCE,24.0,STORES,RENT,,3.0,1.0,0.0,1.0,1
1192518,,960.0,,REPAIRS,2886.0,,11.0,5.0,F,NONE,4.0,CAR_OTHER,37.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
1213942,,960.0,,RADIO_TV,1151.0,,2.0,3.0,M,NONE,4.0,CAR_OTHER,23.0,BANK,OWN,,0.0,1.0,1.0,1.0,0
275715,,840.0,,RADIO_TV,5107.0,,12.0,5.0,F,NONE,3.0,SAVINGS_INSURANCE,54.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
957607,,806.0,,RADIO_TV,6565.0,,7.0,5.0,F,NONE,5.0,CAR_OTHER,45.0,NONE,FREE,,2.0,1.0,1.0,1.0,0
572910,,240.0,,CAR_USED,250.0,,0.0,2.0,F,NONE,1.0,REAL_ESTATE,19.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
643178,,775.0,,"",2266.0,,5.0,3.0,M,NONE,4.0,CAR_OTHER,31.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
1055304,,750.0,,FURNITURE,6448.0,,11.0,4.0,M,CO-APPLICANT,5.0,UNKNOWN,59.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
296607,,240.0,,CAR_USED,1638.0,,0.0,3.0,M,NONE,4.0,REAL_ESTATE,38.0,NONE,RENT,,2.0,1.0,1.0,1.0,1
132133,,270.0,,APPLIANCES,938.0,,5.0,3.0,F,NONE,3.0,SAVINGS_INSURANCE,40.0,STORES,OWN,,3.0,1.0,0.0,1.0,1
1232387,,992.0,,CAR_USED,4415.0,,7.0,3.0,M,NONE,4.0,CAR_OTHER,44.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
1282244,,420.0,,CAR_NEW,3540.0,,7.0,4.0,M,NONE,3.0,CAR_OTHER,46.0,NONE,OWN,,3.0,2.0,0.0,1.0,0
303119,,240.0,,REPAIRS,4231.0,,0.0,3.0,F,NONE,4.0,REAL_ESTATE,36.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
525001,,1519.0,,RADIO_TV,6731.0,,6.0,5.0,M,CO-APPLICANT,4.0,CAR_OTHER,27.0,NONE,FREE,,3.0,1.0,0.0,1.0,0
510454,,1320.0,,REPAIRS,6912.0,,12.0,4.0,M,CO-APPLICANT,3.0,CAR_OTHER,42.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
1141666,,120.0,,CAR_USED,2806.0,,6.0,3.0,M,NONE,2.0,CAR_OTHER,24.0,STORES,RENT,,1.0,1.0,0.0,1.0,1
840487,,600.0,,RETRAINING,2160.0,,11.0,4.0,F,NONE,3.0,CAR_OTHER,33.0,NONE,OWN,,3.0,2.0,1.0,1.0,0
111783,,961.0,,RADIO_TV,7460.0,,11.0,5.0,M,CO-APPLICANT,5.0,UNKNOWN,44.0,NONE,FREE,,2.0,1.0,1.0,1.0,0
454271,,992.0,,BUSINESS,5475.0,,5.0,3.0,F,NONE,3.0,SAVINGS_INSURANCE,43.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
612060,,682.0,,FURNITURE,5043.0,,2.0,4.0,M,NONE,4.0,SAVINGS_INSURANCE,30.0,NONE,OWN,,2.0,1.0,0.0,1.0,0
484387,,270.0,,FURNITURE,2712.0,,7.0,3.0,M,NONE,4.0,CAR_OTHER,30.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
113201,,300.0,,FURNITURE,250.0,,7.0,1.0,M,CO-APPLICANT,2.0,CAR_OTHER,41.0,STORES,OWN,,1.0,1.0,1.0,1.0,0
802941,,1023.0,,RADIO_TV,3577.0,,8.0,4.0,M,GUARANTOR,3.0,UNKNOWN,45.0,STORES,FREE,,1.0,1.0,1.0,1.0,1
1237944,,900.0,,REPAIRS,6316.0,,5.0,4.0,F,"",4.0,UNKNOWN,42.0,NONE,OWN,,2.0,1.0,1.0,1.0,0
443445,,270.0,,CAR_NEW,250.0,,0.0,1.0,M,NONE,2.0,REAL_ESTATE,24.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
313591,,496.0,,FURNITURE,869.0,,6.0,3.0,M,NONE,3.0,CAR_OTHER,37.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
289596,,1085.0,,FURNITURE,2992.0,,12.0,4.0,M,GUARANTOR,5.0,CAR_OTHER,50.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
945635,,330.0,,VACATION,2298.0,,0.0,1.0,F,NONE,1.0,REAL_ESTATE,19.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
1136412,,837.0,,CAR_USED,,,3.0,3.0,F,CO-APPLICANT,3.0,UNKNOWN,40.0,NONE,OWN,,2.0,1.0,1.0,1.0,0
143640,,744.0,,CAR_USED,6415.0,,4.0,3.0,F,NONE,4.0,SAVINGS_INSURANCE,49.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
1015267,,630.0,,FURNITURE,2902.0,,4.0,3.0,M,NONE,2.0,REAL_ESTATE,,NONE,OWN,,3.0,1.0,0.0,1.0,1
547937,,775.0,,CAR_USED,1433.0,,3.0,3.0,M,NONE,4.0,CAR_OTHER,41.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
696211,,930.0,,RADIO_TV,5637.0,,7.0,4.0,M,NONE,5.0,CAR_OTHER,32.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
836563,,1200.0,,RADIO_TV,7695.0,,7.0,4.0,M,CO-APPLICANT,4.0,UNKNOWN,52.0,BANK,OWN,,1.0,2.0,1.0,1.0,1
624233,,434.0,,CAR_NEW,3662.0,,6.0,2.0,M,NONE,3.0,CAR_OTHER,49.0,BANK,OWN,,1.0,1.0,0.0,1.0,1
92234,,960.0,,REPAIRS,6169.0,,9.0,5.0,F,CO-APPLICANT,5.0,UNKNOWN,47.0,STORES,OWN,,1.0,2.0,1.0,1.0,0
988593,,570.0,,BUSINESS,3885.0,,10.0,4.0,M,NONE,4.0,SAVINGS_INSURANCE,36.0,NONE,OWN,,2.0,2.0,1.0,1.0,1
709388,,403.0,,CAR_NEW,250.0,,0.0,1.0,F,NONE,1.0,SAVINGS_INSURANCE,19.0,STORES,RENT,,3.0,1.0,0.0,1.0,1
1147535,,870.0,,RADIO_TV,4541.0,,2.0,4.0,M,NONE,4.0,SAVINGS_INSURANCE,34.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
497349,,341.0,,CAR_NEW,250.0,,0.0,2.0,F,NONE,1.0,REAL_ESTATE,24.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
565890,,540.0,,RADIO_TV,2575.0,,8.0,3.0,M,NONE,1.0,CAR_OTHER,43.0,STORES,OWN,,1.0,1.0,0.0,1.0,1
881213,,868.0,,CAR_USED,1150.0,,7.0,2.0,M,NONE,2.0,SAVINGS_INSURANCE,33.0,NONE,OWN,,3.0,2.0,0.0,1.0,1
83668,,900.0,,RADIO_TV,9560.0,,6.0,3.0,M,CO-APPLICANT,3.0,UNKNOWN,39.0,NONE,FREE,,3.0,1.0,0.0,1.0,0
799216,,960.0,,VACATION,6367.0,,10.0,4.0,M,CO-APPLICANT,3.0,UNKNOWN,58.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
192427,,450.0,,FURNITURE,3401.0,,6.0,3.0,M,NONE,3.0,CAR_OTHER,33.0,NONE,OWN,,3.0,2.0,0.0,1.0,0
804274,,1050.0,,FURNITURE,3103.0,,7.0,3.0,F,NONE,3.0,CAR_OTHER,37.0,NONE,FREE,,3.0,,1.0,1.0,0
639305,,992.0,,RADIO_TV,5824.0,,10.0,4.0,M,NONE,3.0,UNKNOWN,37.0,STORES,OWN,,1.0,1.0,1.0,1.0,0
1222296,,124.0,,CAR_NEW,1355.0,,4.0,1.0,F,NONE,2.0,REAL_ESTATE,28.0,BANK,OWN,,1.0,1.0,0.0,1.0,1
762920,,750.0,,CAR_USED,3290.0,,1.0,3.0,M,NONE,3.0,REAL_ESTATE,23.0,STORES,OWN,,1.0,1.0,0.0,1.0,0
1238229,,120.0,,CAR_NEW,624.0,,0.0,2.0,M,NONE,1.0,REAL_ESTATE,32.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
801931,,1170.0,,APPLIANCES,6320.0,,7.0,4.0,M,NONE,4.0,CAR_OTHER,47.0,STORES,RENT,,1.0,2.0,1.0,1.0,0
490898,,930.0,,CAR_USED,1731.0,,10.0,4.0,F,NONE,4.0,REAL_ESTATE,45.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
1155487,,1054.0,,FURNITURE,250.0,,9.0,4.0,F,NONE,3.0,SAVINGS_INSURANCE,39.0,STORES,OWN,,3.0,1.0,0.0,1.0,0
1233388,,780.0,,RADIO_TV,4589.0,,6.0,4.0,M,NONE,4.0,CAR_OTHER,31.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
132940,,120.0,,FURNITURE,5006.0,,4.0,3.0,M,NONE,4.0,UNKNOWN,48.0,NONE,FREE,,3.0,1.0,1.0,1.0,1
1124898,,558.0,,RADIO_TV,2653.0,,4.0,3.0,M,CO-APPLICANT,2.0,SAVINGS_INSURANCE,37.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
664903,,810.0,,APPLIANCES,8116.0,,10.0,4.0,M,GUARANTOR,5.0,CAR_OTHER,53.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
613462,,780.0,,CAR_USED,6623.0,,5.0,4.0,M,NONE,3.0,CAR_OTHER,42.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
895590,,465.0,,RETRAINING,5067.0,,13.0,4.0,F,NONE,2.0,CAR_OTHER,41.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
609192,,744.0,,RETRAINING,250.0,,0.0,3.0,M,NONE,2.0,REAL_ESTATE,19.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
866537,,248.0,,FURNITURE,1726.0,,0.0,3.0,F,NONE,2.0,SAVINGS_INSURANCE,26.0,STORES,OWN,,3.0,1.0,0.0,1.0,1
827694,,124.0,,CAR_USED,250.0,,0.0,1.0,M,NONE,1.0,REAL_ESTATE,33.0,STORES,OWN,,1.0,1.0,0.0,1.0,1
1028172,,600.0,,CAR_NEW,1061.0,,9.0,4.0,M,NONE,3.0,CAR_OTHER,36.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
920090,,750.0,,FURNITURE,3908.0,,2.0,2.0,M,NONE,3.0,SAVINGS_INSURANCE,36.0,BANK,OWN,,1.0,2.0,1.0,1.0,1
231007,,240.0,,CAR_USED,1895.0,,0.0,2.0,F,NONE,2.0,REAL_ESTATE,39.0,STORES,OWN,,1.0,1.0,0.0,1.0,1
707100,,682.0,,FURNITURE,3834.0,,0.0,2.0,F,NONE,3.0,CAR_OTHER,28.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
47415,,775.0,,RADIO_TV,7587.0,,2.0,4.0,M,NONE,4.0,CAR_OTHER,38.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
387419,,990.0,,RADIO_TV,5243.0,,5.0,4.0,M,NONE,3.0,CAR_OTHER,47.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
917782,,527.0,,CAR_USED,,,7.0,3.0,F,NONE,2.0,SAVINGS_INSURANCE,34.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
591884,,527.0,,VACATION,1485.0,,0.0,1.0,M,NONE,2.0,SAVINGS_INSURANCE,36.0,STORES,OWN,,3.0,1.0,0.0,1.0,1
949392,,496.0,,RADIO_TV,2700.0,,1.0,3.0,M,CO-APPLICANT,5.0,REAL_ESTATE,40.0,NONE,FREE,,3.0,1.0,1.0,1.0,1
1143692,,124.0,,CAR_NEW,250.0,,0.0,2.0,F,NONE,3.0,REAL_ESTATE,38.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
922275,,1116.0,,FURNITURE,6641.0,,5.0,3.0,M,CO-APPLICANT,4.0,UNKNOWN,38.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
644018,,403.0,,CAR_NEW,4211.0,,3.0,2.0,F,NONE,2.0,REAL_ESTATE,36.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
436695,,403.0,,CAR_USED,250.0,,0.0,2.0,M,NONE,2.0,REAL_ESTATE,27.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
775810,,1200.0,,REPAIRS,8741.0,,8.0,4.0,M,CO-APPLICANT,3.0,CAR_OTHER,55.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
187644,,960.0,,REPAIRS,7360.0,,8.0,5.0,M,NONE,3.0,UNKNOWN,52.0,STORES,FREE,,1.0,2.0,1.0,0.0,0
1190244,,720.0,,CAR_USED,5056.0,,5.0,4.0,M,NONE,4.0,UNKNOWN,43.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
390670,,210.0,,CAR_NEW,250.0,,0.0,2.0,F,NONE,2.0,REAL_ESTATE,30.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
288756,,570.0,,CAR_NEW,250.0,,6.0,3.0,M,NONE,3.0,SAVINGS_INSURANCE,36.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
313964,,341.0,,CAR_USED,4025.0,,3.0,2.0,F,NONE,2.0,SAVINGS_INSURANCE,40.0,NONE,OWN,,3.0,2.0,0.0,1.0,1
808829,,900.0,,FURNITURE,2249.0,,0.0,3.0,M,NONE,3.0,SAVINGS_INSURANCE,33.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
916903,,720.0,,CAR_USED,4545.0,,6.0,4.0,M,NONE,5.0,CAR_OTHER,42.0,NONE,OWN,,2.0,1.0,1.0,0.0,1
648723,,930.0,,CAR_USED,4420.0,,3.0,3.0,M,NONE,3.0,CAR_OTHER,43.0,NONE,FREE,,3.0,1.0,1.0,1.0,1
1146303,,720.0,,BUSINESS,6380.0,,4.0,4.0,M,NONE,4.0,CAR_OTHER,34.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
177980,,930.0,,OTHER,6640.0,,6.0,5.0,F,NONE,5.0,CAR_OTHER,44.0,NONE,FREE,,2.0,1.0,1.0,1.0,0
432457,,124.0,,CAR_NEW,842.0,,0.0,1.0,F,NONE,1.0,REAL_ESTATE,19.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
1130600,,360.0,,APPLIANCES,655.0,,3.0,3.0,F,NONE,3.0,SAVINGS_INSURANCE,23.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
575831,,992.0,,APPLIANCES,2775.0,,11.0,5.0,M,NONE,5.0,CAR_OTHER,48.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
874141,,270.0,,CAR_NEW,250.0,,0.0,1.0,M,NONE,2.0,REAL_ESTATE,28.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
79781,,840.0,,CAR_USED,4649.0,,5.0,4.0,F,NONE,3.0,SAVINGS_INSURANCE,44.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
811465,,810.0,,CAR_USED,1262.0,,1.0,3.0,F,NONE,2.0,REAL_ESTATE,22.0,BANK,RENT,,0.0,1.0,1.0,1.0,1
173970,,124.0,,CAR_NEW,929.0,,2.0,1.0,M,NONE,2.0,REAL_ESTATE,22.0,STORES,OWN,,3.0,1.0,0.0,1.0,1
231426,,682.0,,RADIO_TV,4353.0,,5.0,4.0,M,GUARANTOR,4.0,CAR_OTHER,45.0,NONE,FREE,,3.0,2.0,1.0,1.0,0
1066446,,420.0,,CAR_NEW,4879.0,,0.0,2.0,M,NONE,3.0,SAVINGS_INSURANCE,32.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
245670,,1302.0,,RADIO_TV,3039.0,,7.0,4.0,F,CO-APPLICANT,4.0,CAR_OTHER,39.0,BANK,FREE,,0.0,1.0,1.0,1.0,0
1052758,,690.0,,REPAIRS,1121.0,,3.0,2.0,M,NONE,3.0,SAVINGS_INSURANCE,31.0,BANK,RENT,,0.0,1.0,1.0,1.0,1
1315477,,960.0,,BUSINESS,2238.0,,1.0,2.0,M,NONE,2.0,SAVINGS_INSURANCE,19.0,BANK,RENT,,0.0,1.0,0.0,1.0,1
734164,,480.0,,CAR_NEW,1370.0,,0.0,3.0,M,NONE,3.0,CAR_OTHER,31.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
696219,,540.0,,RETRAINING,3140.0,,11.0,3.0,F,NONE,2.0,SAVINGS_INSURANCE,38.0,BANK,OWN,,0.0,1.0,1.0,1.0,1
372480,,806.0,,RADIO_TV,6415.0,,1.0,4.0,F,NONE,3.0,CAR_OTHER,49.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
216131,,248.0,,RADIO_TV,2057.0,,4.0,2.0,M,NONE,3.0,CAR_OTHER,35.0,STORES,OWN,,1.0,1.0,0.0,1.0,0
1116838,,279.0,,CAR_NEW,250.0,,1.0,2.0,"",CO-APPLICANT,2.0,SAVINGS_INSURANCE,44.0,STORES,OWN,,3.0,1.0,0.0,1.0,1
1023469,,1302.0,,EDUCATION,8907.0,,12.0,6.0,M,CO-APPLICANT,5.0,UNKNOWN,60.0,STORES,OWN,,1.0,2.0,1.0,1.0,0
1309537,,1380.0,,APPLIANCES,3924.0,,3.0,3.0,F,NONE,3.0,REAL_ESTATE,32.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
694681,,775.0,,RADIO_TV,5524.0,,10.0,4.0,F,NONE,3.0,CAR_OTHER,44.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
816244,,810.0,,BUSINESS,8206.0,,6.0,4.0,F,NONE,3.0,SAVINGS_INSURANCE,47.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
544583,,240.0,,EDUCATION,5022.0,,0.0,3.0,M,NONE,3.0,SAVINGS_INSURANCE,35.0,NONE,RENT,,2.0,2.0,0.0,1.0,0
1318449,,360.0,,RETRAINING,5715.0,,0.0,3.0,M,CO-APPLICANT,3.0,SAVINGS_INSURANCE,31.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
698020,,480.0,,CAR_NEW,3181.0,,5.0,3.0,M,NONE,2.0,CAR_OTHER,40.0,NONE,OWN,,3.0,1.0,0.0,0.0,1
953589,,620.0,,CAR_NEW,4183.0,,3.0,2.0,M,NONE,3.0,CAR_OTHER,21.0,NONE,OWN,,3.0,2.0,1.0,1.0,1
688880,,124.0,,CAR_NEW,650.0,,0.0,1.0,F,NONE,2.0,SAVINGS_INSURANCE,19.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
691480,,124.0,,CAR_USED,250.0,,7.0,2.0,F,NONE,3.0,REAL_ESTATE,24.0,BANK,RENT,,1.0,1.0,0.0,1.0,1
1093373,,600.0,,CAR_USED,1389.0,,14.0,4.0,M,NONE,4.0,CAR_OTHER,33.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
477215,,992.0,,FURNITURE,5170.0,,9.0,5.0,M,CO-APPLICANT,5.0,UNKNOWN,51.0,STORES,FREE,,1.0,1.0,1.0,1.0,0
769523,,510.0,,CAR_NEW,4252.0,,0.0,2.0,M,NONE,2.0,CAR_OTHER,36.0,NONE,FREE,,3.0,1.0,0.0,1.0,1
517556,,750.0,,CAR_NEW,250.0,,0.0,2.0,F,NONE,2.0,REAL_ESTATE,25.0,STORES,OWN,,3.0,1.0,0.0,1.0,1
574560,,1230.0,,FURNITURE,6898.0,,8.0,4.0,M,GUARANTOR,5.0,CAR_OTHER,55.0,NONE,FREE,,3.0,2.0,1.0,1.0,0
180599,,390.0,,FURNITURE,2438.0,,4.0,2.0,F,NONE,3.0,CAR_OTHER,36.0,STORES,RENT,,3.0,1.0,0.0,1.0,1
1306484,,630.0,,RETRAINING,2949.0,,3.0,2.0,F,NONE,2.0,CAR_OTHER,39.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
199433,,600.0,,FURNITURE,4026.0,,0.0,3.0,M,NONE,2.0,CAR_OTHER,36.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
779905,,899.0,,RADIO_TV,2078.0,,5.0,4.0,M,NONE,4.0,SAVINGS_INSURANCE,27.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
722563,,744.0,,APPLIANCES,6763.0,,6.0,4.0,M,NONE,3.0,"",41.0,STORES,RENT,,1.0,1.0,0.0,1.0,1
863590,,630.0,,FURNITURE,250.0,,7.0,3.0,M,NONE,2.0,SAVINGS_INSURANCE,28.0,STORES,OWN,,1.0,1.0,0.0,1.0,1
876956,,750.0,,RADIO_TV,2853.0,,0.0,2.0,M,NONE,2.0,SAVINGS_INSURANCE,29.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
980517,,868.0,,FURNITURE,6328.0,,6.0,4.0,F,CO-APPLICANT,3.0,CAR_OTHER,45.0,STORES,OWN,,1.0,2.0,1.0,1.0,0
1110889,,682.0,,FURNITURE,3671.0,,6.0,4.0,F,NONE,2.0,SAVINGS_INSURANCE,23.0,BANK,OWN,,0.0,1.0,0.0,1.0,1
1124843,,744.0,,CAR_NEW,650.0,,0.0,1.0,M,NONE,4.0,SAVINGS_INSURANCE,21.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
1125074,,210.0,,"",404.0,,3.0,2.0,F,NONE,2.0,REAL_ESTATE,31.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
86399,,124.0,,CAR_NEW,250.0,,0.0,1.0,F,NONE,2.0,REAL_ESTATE,19.0,BANK,RENT,,1.0,1.0,0.0,1.0,1
436546,,434.0,,FURNITURE,3240.0,,12.0,3.0,M,CO-APPLICANT,4.0,CAR_OTHER,42.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
1284458,,300.0,,CAR_NEW,895.0,,1.0,3.0,M,NONE,2.0,REAL_ESTATE,31.0,NONE,OWN,,2.0,1.0,0.0,1.0,1
808813,,620.0,,FURNITURE,2670.0,,3.0,3.0,F,NONE,4.0,REAL_ESTATE,35.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
920804,,810.0,,RADIO_TV,6911.0,,1.0,4.0,F,NONE,3.0,UNKNOWN,54.0,NONE,OWN,,2.0,1.0,1.0,1.0,0
643476,,1054.0,,FURNITURE,1883.0,,7.0,4.0,M,NONE,4.0,UNKNOWN,40.0,NONE,OWN,,3.0,1.0,1.0,1.0,0
678003,,930.0,,APPLIANCES,6180.0,,5.0,3.0,F,NONE,4.0,UNKNOWN,46.0,NONE,OWN,,3.0,2.0,0.0,1.0,0
667061,,180.0,,CAR_NEW,4059.0,,6.0,3.0,F,NONE,4.0,SAVINGS_INSURANCE,45.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
622449,,1116.0,,FURNITURE,8293.0,,10.0,4.0,M,GUARANTOR,4.0,CAR_OTHER,54.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
409564,,248.0,,CAR_NEW,250.0,,0.0,2.0,M,NONE,2.0,SAVINGS_INSURANCE,23.0,NONE,RENT,,3.0,1.0,0.0,1.0,1
1047034,,1080.0,,FURNITURE,5597.0,,7.0,3.0,F,CO-APPLICANT,3.0,CAR_OTHER,39.0,NONE,OWN,,3.0,1.0,0.0,1.0,0
555045,,510.0,,CAR_NEW,2569.0,,0.0,1.0,M,NONE,1.0,CAR_OTHER,41.0,BANK,RENT,,0.0,1.0,1.0,1.0,1
167018,,744.0,,BUSINESS,6254.0,,3.0,4.0,F,NONE,4.0,UNKNOWN,52.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
6572,,713.0,,CAR_USED,250.0,,3.0,2.0,M,NONE,3.0,REAL_ESTATE,19.0,STORES,RENT,,3.0,1.0,0.0,1.0,1
983822,,360.0,,FURNITURE,1808.0,,7.0,3.0,F,NONE,2.0,CAR_OTHER,40.0,NONE,OWN,,3.0,1.0,1.0,1.0,1
965256,,527.0,,RADIO_TV,7508.0,,0.0,4.0,M,CO-APPLICANT,3.0,UNKNOWN,40.0,NONE,OWN,,2.0,1.0,1.0,1.0,1
346165,,620.0,,VACATION,2447.0,,0.0,2.0,F,NONE,2.0,REAL_ESTATE,26.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
755749,,120.0,,CAR_USED,250.0,,0.0,1.0,M,NONE,2.0,REAL_ESTATE,32.0,STORES,"",,3.0,1.0,0.0,1.0,1
323374,,279.0,,CAR_USED,489.0,,2.0,2.0,F,NONE,3.0,REAL_ESTATE,23.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
209484,,806.0,,FURNITURE,2180.0,,8.0,4.0,M,CO-APPLICANT,5.0,CAR_OTHER,65.0,NONE,FREE,,3.0,1.0,1.0,1.0,0
1271318,,527.0,,FURNITURE,250.0,,6.0,3.0,F,NONE,3.0,CAR_OTHER,29.0,STORES,OWN,,1.0,1.0,0.0,1.0,1
1054044,,775.0,,CAR_USED,4067.0,,7.0,3.0,M,NONE,4.0,SAVINGS_INSURANCE,43.0,STORES,FREE,,3.0,1.0,1.0,1.0,1
1106130,,,,CAR_USED,250.0,,4.0,1.0,M,NONE,2.0,SAVINGS_INSURANCE,26.0,STORES,RENT,,1.0,1.0,0.0,1.0,1
162769,,1170.0,,RADIO_TV,5846.0,,9.0,5.0,M,CO-APPLICANT,5.0,CAR_OTHER,56.0,NONE,OWN,,3.0,2.0,1.0,1.0,0
642845,,480.0,,CAR_NEW,250.0,,7.0,3.0,M,NONE,2.0,CAR_OTHER,29.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
1213360,,330.0,,CAR_USED,3526.0,,0.0,1.0,F,NONE,1.0,REAL_ESTATE,27.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
308662,,660.0,,FURNITURE,4428.0,,1.0,3.0,F,NONE,3.0,SAVINGS_INSURANCE,32.0,NONE,RENT,,3.0,1.0,0.0,1.0,0
1013764,,837.0,,APPLIANCES,6716.0,,5.0,3.0,M,NONE,4.0,CAR_OTHER,34.0,NONE,OWN,,3.0,2.0,1.0,1.0,0
181500,,713.0,,RADIO_TV,6154.0,,10.0,3.0,F,NONE,3.0,UNKNOWN,52.0,NONE,OWN,,3.0,1.0,0.0,1.0,1
753093,,496.0,,CAR_NEW,250.0,,6.0,1.0,F,NONE,3.0,REAL_ESTATE,32.0,STORES,OWN,,1.0,1.0,0.0,1.0,1
645579,,840.0,,RADIO_TV,3714.0,,5.0,4.0,M,NONE,4.0,SAVINGS_INSURANCE,29.0,STORES,OWN,,1.0,1.0,1.0,1.0,1
